1979/124   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 0:00:34 0.38 330.75 232.11 -6.38 1681 136.23   286.9  73327.  2.17  0.42 -30.20   7.88  10.50 0.00 0.00 0.00 -1.00  -1.0     -1.117.79 283.5  64833.
 0:01:15 0.38 330.75 232.11 -6.38 1681 140.57   287.5  97961.  3.04  1.54   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.122.42 283.3  88589.
 0:01:55 0.38 330.75 232.10 -6.38 1681 145.47   289.9  72135.  3.65  0.48   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.129.72 286.8  82634.
 0:02:37 0.38 330.76 232.10 -6.38 1681 137.13   281.6  57332.  1.33  0.74   0.00   0.00   0.00 0.00 0.00 0.00  5.94 274.7  82251.123.50 280.2  67409.
 0:03:17 0.38 330.76 232.10 -6.38 1681 134.05   282.3  49636.  2.69 -0.17   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.117.97 279.9  56585.
 0:03:58 0.38 330.76 232.09 -6.38 1681 134.17   282.6  57741.  1.73  0.33   0.00   0.00   0.00 0.00 0.00 0.00  4.99 275.3  73948.121.81 280.7  67357.
 0:04:38 0.38 330.76 232.09 -6.38 1681 132.57   280.8  52508.  1.86  0.26 -29.78   7.25  10.91 0.34 0.78 0.59  7.25 267.7 106199.117.08 279.9  55399.
 0:05:19 0.38 330.76 232.08 -6.38 1681 128.97   284.0  53502.  1.33  0.07 -29.83   7.99  10.36 0.24 0.75 0.74  5.75 274.6  82888.112.16 280.2  51469.
 0:05:59 0.38 330.76 232.08 -6.38 1681 136.48   284.1  62426.  1.60  0.19 -29.97   8.41   9.98 0.24 0.17 0.52  8.22 267.9 111565.117.47 281.1  54983.
 0:06:40 0.38 330.77 232.07 -6.38 1681 131.39   284.0  55562.  1.41  0.23 -27.77   0.69   2.20 2.33 7.69 7.11  5.72 275.8  90320.117.99 282.4  66207.
